word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PUNCT,SCONJ,VERB,X
devout,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
driver,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rarity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gallantry,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kindness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hazard,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
occupation,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
seafaring,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lumbering,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mining,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cattle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
frontier,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lumberjack,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cowboy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lumberman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shanty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
forecastle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
subtype,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
spirited,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feud,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
elopement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
code,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
farewell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repentant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sketchy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astray,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
grisly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aged,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remorseless,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boast,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
enterprising,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sale,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gwersiou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
dramatically,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
authenticated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klephetic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extoll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nationalist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mountain,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
pervade,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
forest,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
bewail,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
disconsolate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klephtic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rejuvenation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nationalism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
appreciate,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
solely,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
accrue,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
alert,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volatility,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
acting,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
directing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
staging,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
theatre,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
director,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
evaluation,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mercurial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
participant,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
operation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
player,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
spectator,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
decidedly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unreal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fascination,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
synthesis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
passionately,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mime,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
costume,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
decor,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
supersede,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
enhance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
script,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
disciplinary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
embrace,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
male,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citizen,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
temple,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
greatness,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
limitation,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
playwriting,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
probe,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
repeatedly,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
harken,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
immense,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
godlike,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grotesque,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puppet,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
behave,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
remoteness,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
nearness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
detached,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
superiority,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
clownish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
alienation,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
empathy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gap,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
implicit,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
static,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meaningfully,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dynamic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
believable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
factor,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
detach,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
conceive,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
confront,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
beware,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hasty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grand,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
design,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
affecting,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madness,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
superficial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ritualism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
illusion,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gesture,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
inflection,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
disconcerting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mislead,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
auditorium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
endeavour,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reproduce,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
theatrical,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feedback,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
reckon,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
forthrightly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
further,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
quickly,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
overstatement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sentimentality,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
thinking,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
pathos,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
affective,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intensely,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
television,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
halfway,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
coterie,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
operatic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhythmically,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
delivery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lift,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
worship,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
conventionally,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
elevated,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comparatively,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
elevation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rationale,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
loose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idiomatic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kinetic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emotive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
directive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unreality,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
assist,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
nonrealistic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyrically,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
stylized,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harmonious,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soliloquy,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
persuasive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
engrossing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serf,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
medicine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
doctor,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
steppe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dreary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tuberculosis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tragicomic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
staleness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
provincial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gentry,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unmatched,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pageant,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
dictate,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
dramatize,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
revue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
episodically,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
location,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
scenic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
representation,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
confirm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chronological,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calendar,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
heath,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
filthy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scenery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hesitation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surrounding,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
situate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
orchēstra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
strip,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cloth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chair,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tibetan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
performer,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
freely,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
questionable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recreate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
growth,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
valid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mask,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
sex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
facial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
commedia,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
anticipate,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
rascally,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stimulus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
reassessment,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
reactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conserve,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
immeasurable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divergency,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
javanese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elusive,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distinguishable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reverence,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
advancement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
relatively,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
fertilize,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
selflessly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pervasive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ballet,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
opera,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
license,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
astonish,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reminiscent,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flashback,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
cinema,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
telescope,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abandon,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
theatricality,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nourish,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stylization,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
elocutionary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manipulative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doll,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imbue,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sensationalism,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
novelty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cognoscenti,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
restlessness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
questioning,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
disunity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pressure,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
probing,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
psychology,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
shock,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
imaginable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
participation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
corporate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intention,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
intone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tableau,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
evidently,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
huge,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piety,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
reverent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leavening,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wildly,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
inventive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unadorned,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
covey,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
assimilate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
inoffensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caste,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
prototype,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
miser,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
parasite,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
farcical,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plotting,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
stoical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rediscover,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
giant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enact,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
quem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
quaeritis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
mutually,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
congregation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
institute,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
rapidly,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
craft,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
guild,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
dramatization,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
awesome,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simplicity,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
perspective,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
appropriately,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ebullient,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unscripted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worth,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
improvisational,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
troupe,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
lazzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
playing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
predictable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stylize,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
understanding,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
playhouse,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
avid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exploratory,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senecan,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tragicomedy,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
exciting,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
explore,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
extraordinarily,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
visually,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aurally,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hybrid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
select,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
unsurpassed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
embark,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
exuberance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aristotelian,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tightly,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
training,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
balletic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irresistible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suggestion,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
throne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unusually,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
homogeneous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
replete,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stature,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
staple,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
evangelical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
providence,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
please,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
arguably,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ripe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naturalism,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
dialectical,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fiercely,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
devoted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curtain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
increasingly,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
vigorous,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pursue,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
inborn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conservatism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
subculture,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
platform,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
erect,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
palace,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
courtyard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lighthearted,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
untrammeled,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justify,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
descend,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
blissful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idealism,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
spectacle,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
acceptable,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
episodic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unify,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
intonation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
slapstick,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
fervour,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
images,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
epoch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
valour,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
committed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orthodox,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hindu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worldview,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
presume,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
consort,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eulogize,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
brahmanic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fragile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disorder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
collapse,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
artistry,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dancing,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
majesty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rarefied,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
befit,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
pious,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fastidious,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restrained,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sparse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sensation,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
acrobatic,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
violent,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demonstration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nicely,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
didacticism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
heritage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
commemorate,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
sanctity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
violently,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cherish,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
enthusiast,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
stimulate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
undoubtedly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rejuvenate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ibsenite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
landlordism,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
prostitution,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
failure,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
disarming,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
