word,ADJ,ADP,ADV,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
afrikaner,1,0,0,0,0,0,0,0,0,0
preacher,0,0,0,0,0,1,0,0,0,0
homemaker,0,0,0,0,0,1,0,0,0,0
increasingly,0,0,1,0,0,0,0,0,0,0
cardiology,0,0,0,0,0,1,0,0,0,0
engage,0,0,0,0,0,0,0,0,1,0
postgraduate,1,0,0,0,0,0,0,0,0,0
cardiothoracic,1,0,0,0,0,0,0,0,0,0
chest,0,0,0,0,0,1,0,0,0,0
milestone,0,0,0,0,0,1,0,0,0,0
replacement,0,0,0,0,0,1,0,0,0,0
viable,1,0,0,0,0,0,0,0,0,0
lab,0,0,0,0,0,1,0,0,0,0
grocer,0,0,0,0,0,1,0,0,0,0
stage,0,0,0,0,0,3,0,0,0,0
pneumonia,0,0,0,0,0,1,0,0,0,0
point,0,0,0,0,0,1,0,0,1,0
acute,1,0,0,0,0,0,0,0,0,0
asthma,0,0,0,0,0,1,0,0,0,0
dying,0,0,0,0,0,1,0,0,0,0
terminally,0,0,3,0,0,0,0,0,0,0
attitude,0,0,0,0,0,1,0,0,0,0
pain,0,0,0,0,0,1,0,0,0,0
denial,0,0,0,0,0,1,0,0,0,0
anger,0,0,0,0,0,1,0,0,0,0
bargaining,0,0,0,0,0,1,0,0,0,0
depression,0,0,0,0,0,2,0,0,0,0
want,0,0,0,0,0,0,0,0,1,0
defy,0,0,0,0,0,0,0,0,1,0
secretary,0,0,0,0,0,1,0,0,0,0
manage,0,0,0,0,0,0,0,0,2,0
instead,0,0,1,0,0,0,0,0,0,0
variety,0,0,0,0,0,1,0,0,0,0
job,0,0,0,0,0,1,0,0,0,0
disturb,0,0,0,0,0,0,0,0,1,0
tendency,0,0,0,0,0,1,0,0,0,0
reality,0,0,0,0,0,1,0,0,0,0
deny,0,0,0,0,0,0,0,0,1,0
fellow,0,0,0,0,0,1,0,0,0,0
enlighten,0,0,0,0,0,0,0,0,1,0
seminar,0,0,0,0,0,1,0,0,0,0
interview,0,0,0,0,0,1,0,0,1,0
sell,0,0,0,0,0,0,0,0,1,0
gradually,0,0,1,0,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,0,1,0
enamored,1,0,0,0,0,0,0,0,0,0
eccentric,1,0,0,0,0,0,0,0,0,0
view,0,0,0,0,0,1,0,0,0,0
spirit,0,0,0,0,0,1,0,0,0,0
guide,0,0,0,0,0,1,0,0,0,0
psychic,1,0,0,0,0,0,0,0,0,0
channeling,0,0,0,0,0,1,0,0,0,0
diminish,0,0,0,0,0,0,0,0,1,0
autobiography,0,0,0,0,0,1,0,0,0,0
grieve,0,0,0,0,0,0,0,0,1,0
neurologist,0,0,0,0,0,2,0,0,0,0
writer,0,0,0,0,0,1,0,0,0,0
sympathetic,1,0,0,0,0,0,0,0,0,0
unusual,1,0,0,0,0,0,0,0,0,0
neurological,3,0,0,0,0,0,0,0,0,0
neurology,0,0,0,0,0,4,0,0,0,0
instructor,0,0,0,0,0,1,0,0,0,0
borough,0,0,0,0,0,1,0,0,0,0
charity,0,0,0,0,0,1,0,0,0,0
lethargica,0,0,0,0,0,1,0,0,0,0
parkinsonism,0,0,0,0,0,1,0,0,0,0
immobility,0,0,0,0,0,1,0,0,0,0
speechlessness,0,0,0,0,0,1,0,0,0,0
recount,0,0,0,0,0,0,0,0,1,0
brief,1,0,0,0,0,0,0,0,0,0
subsequent,1,0,0,0,0,0,0,0,0,0
awakening,0,0,0,0,0,1,0,0,0,0
enumerate,0,0,0,0,0,0,0,0,1,0
wide,1,0,0,0,0,0,0,0,0,0
audience,0,0,0,0,0,1,0,0,0,0
leg,0,0,0,0,0,2,0,0,0,0
mountaineering,0,0,0,0,0,1,0,0,0,0
dismissal,0,0,0,0,0,1,0,0,0,0
hinder,0,0,0,0,0,0,0,0,1,0
recuperation,0,0,0,0,0,1,0,0,0,0
saga,0,0,0,0,0,1,0,0,0,0
voice,0,0,0,0,0,1,0,0,0,0
explore,0,0,0,0,0,0,0,0,1,0
sign,0,0,0,0,0,1,0,0,0,0
deaf,1,0,0,0,0,0,0,0,0,0
communication,0,0,0,0,0,1,0,0,0,0
discrete,1,0,0,0,0,0,0,0,0,0
range,0,0,0,0,0,0,0,0,1,0
autism,0,0,0,0,0,1,0,0,0,0
damage,0,0,0,0,0,1,0,0,0,0
functional,1,0,0,0,0,0,0,0,0,0
disability,0,0,0,0,0,1,0,0,0,0
population,0,0,0,0,0,1,0,0,0,0
incidence,0,0,0,0,0,1,0,0,0,0
color,0,0,0,0,0,1,0,0,0,0
aberrant,1,0,0,0,0,0,0,0,0,0
abnormal,1,0,0,0,0,0,0,0,0,0
underlie,0,0,0,0,0,0,0,0,1,0
rare,1,0,0,0,0,0,0,0,0,0
addition,0,0,0,0,0,1,0,0,0,0
reside,0,0,0,0,0,0,0,0,1,0
permanently,0,0,1,0,0,0,0,0,0,0
relinquish,0,0,0,0,0,0,0,0,1,0
citizenship,0,0,0,0,0,1,0,0,0,0
gene,0,0,0,0,0,4,0,0,0,0
consortium,0,0,0,0,0,2,0,0,0,0
nominate,0,0,0,0,0,0,0,0,1,0
confirm,0,0,0,0,0,0,0,0,2,0
cystic,1,0,0,0,0,0,0,0,0,0
fibrosis,0,0,0,0,0,1,0,0,0,0
neurofibromatosis,0,0,0,0,0,1,0,0,0,0
generate,0,0,0,0,0,0,0,0,1,0
collaboration,0,0,0,0,0,1,0,0,0,0
uncover,0,0,0,0,0,0,0,0,1,0
chorea,0,0,0,0,0,1,0,0,0,0
goal,0,0,0,0,0,3,0,0,0,0
sequencing,0,0,0,0,0,1,0,0,0,0
project,0,0,0,0,0,1,0,0,0,0
cost,0,0,0,0,0,1,0,0,0,0
billion,0,0,0,0,0,0,1,0,0,0
necessity,0,0,0,0,0,1,0,0,0,0
question,0,0,0,0,0,1,0,0,2,0
emerge,0,0,0,0,0,0,0,0,2,0
fast,0,0,1,0,0,0,0,0,0,0
decipher,0,0,0,0,0,0,0,0,1,0
sequence,0,0,0,0,0,3,0,0,0,0
businessman,0,0,0,0,0,1,0,0,0,0
quick,1,0,0,0,0,0,0,0,0,0
private,2,0,0,0,0,0,0,0,0,0
endeavor,0,0,0,0,0,1,0,0,0,0
gather,0,0,0,0,0,0,0,0,1,0
rough,1,0,0,0,0,0,0,0,0,0
draft,0,0,0,0,0,1,0,0,0,0
map,0,0,0,0,0,1,0,0,0,0
breakthrough,0,0,0,0,0,1,0,0,0,0
hail,0,0,0,0,0,0,0,0,1,0
diagnose,0,0,0,0,0,0,0,0,1,0
close,0,0,0,0,0,1,0,0,0,0
announcement,0,0,0,0,0,1,0,0,0,0
completion,0,0,0,0,0,1,0,0,0,0
coincide,0,0,0,0,0,0,0,0,1,0
anniversary,0,0,0,0,0,1,0,0,0,0
biophysicist,0,0,0,0,0,2,0,0,0,0
publication,0,0,0,0,0,1,0,0,0,0
freely,0,0,1,0,0,0,0,0,0,0
awe,0,0,0,0,0,1,0,0,0,0
uncloaking,0,0,0,0,0,1,0,0,0,0
moral,1,0,0,0,0,0,0,0,0,0
ethical,2,0,0,0,0,0,0,0,0,0
implication,0,0,0,0,0,1,0,0,0,0
actively,0,0,1,0,0,0,0,0,0,0
caution,0,0,0,0,0,0,0,0,1,0
misuse,0,0,0,0,0,1,0,0,0,0
information,0,0,0,0,0,2,0,0,0,0
congressional,1,0,0,0,0,0,0,0,0,0
hearing,0,0,0,0,0,1,0,0,0,0
urge,0,0,0,0,0,0,0,0,2,0
passage,0,0,0,0,0,1,0,0,0,0
guideline,0,0,0,0,0,1,0,0,0,0
handle,0,0,0,0,0,0,0,0,2,0
potential,1,0,0,0,0,1,0,0,0,0
mischief,0,0,0,0,0,1,0,0,0,0
flexible,1,0,0,0,0,0,0,0,0,0
confirmation,0,0,0,0,0,1,0,0,0,0
advancement,0,0,0,0,0,1,0,0,0,0
issue,0,0,0,0,0,1,0,0,0,0
chinese,1,0,0,0,0,0,0,0,0,0
civil,1,0,0,0,0,0,0,0,0,0
servant,0,0,0,0,0,1,0,0,0,0
communicable,2,0,0,0,0,0,0,0,0,0
surveillance,0,0,0,0,0,1,0,0,0,0
response,0,0,0,0,0,2,0,0,0,0
crisis,0,0,0,0,0,2,0,0,0,0
commend,0,0,0,0,0,0,0,0,1,0
bird,0,0,0,0,0,3,0,0,0,0
entire,1,0,0,0,0,0,0,0,0,0
poultry,0,0,0,0,0,1,0,0,0,0
stock,0,0,0,0,0,1,0,0,0,0
possibly,0,0,1,0,0,0,0,0,0,0
pandemic,0,0,0,0,0,6,0,0,0,0
management,0,0,0,0,0,1,0,0,0,0
critic,0,0,0,0,0,1,0,0,0,0
fault,0,0,0,0,0,0,0,0,1,0
aggressively,0,0,1,0,0,0,0,0,0,0
unexpected,1,0,0,0,0,0,0,0,0,0
candidate,0,0,0,0,0,1,0,0,0,0
respective,1,0,0,0,0,0,0,0,0,0
round,0,0,0,0,0,1,0,0,0,0
balloting,0,0,0,0,0,1,0,0,0,0
executive,1,0,0,0,0,0,0,0,0,0
nominee,0,0,0,0,0,1,0,0,0,0
selection,0,0,0,0,0,1,0,0,0,0
session,0,0,0,0,0,1,0,0,0,0
supporter,0,0,0,0,0,1,0,0,0,0
praise,0,0,0,0,0,0,0,0,1,0
situation,0,0,0,0,0,1,0,0,0,0
office,0,0,0,0,0,1,0,0,0,0
address,0,0,0,0,0,0,0,0,1,0
swine,0,0,0,0,0,4,0,0,0,0
officially,0,0,2,0,0,0,0,0,0,0
speech,0,0,0,0,0,1,0,0,0,0
outline,0,0,0,0,0,0,0,0,1,0
region,0,0,0,0,0,1,0,0,0,0
ongoing,1,0,0,0,0,0,0,0,0,0
worldwide,1,0,1,0,0,0,0,0,0,0
confront,0,0,0,0,0,0,0,0,1,0
difficult,1,0,0,0,0,0,0,0,0,0
task,0,0,0,0,0,1,0,0,0,0
assess,0,0,0,0,0,0,0,0,1,0
global,1,0,0,0,0,0,0,0,0,0
impact,0,0,0,0,0,1,0,0,0,0
meeting,0,0,0,0,0,1,0,0,0,0
evidence,0,0,0,0,0,1,0,0,0,0
estimate,0,0,0,0,0,0,0,0,1,0
cowrote,0,0,0,0,0,0,0,0,1,0
article,0,0,0,0,0,1,0,0,0,0
