word,ADJ,ADP,ADV,CCONJ,DET,INTJ,NOUN,NUM,PUNCT,SCONJ,VERB,X
blink,0,0,0,0,0,0,1,0,0,0,0,0
pupil,0,0,0,0,0,0,1,0,0,0,0,0
light,1,0,0,0,0,0,3,0,0,0,1,0
protective,2,0,0,0,0,0,0,0,0,0,0,0
value,0,0,0,0,0,0,3,0,0,0,0,0
unfortunately,0,0,2,0,0,0,0,0,0,0,0,0
instantaneous,1,0,0,0,0,0,0,0,0,0,0,0
protect,0,0,0,0,0,0,0,0,0,0,3,0
sudden,3,0,0,0,0,0,0,0,0,0,0,0
intense,7,0,0,0,0,0,0,0,0,0,0,0
explosion,0,0,0,0,0,0,2,0,0,0,0,0
gunfire,0,0,0,0,0,0,1,0,0,0,0,0
fatigue,0,0,0,0,0,0,0,0,0,0,2,0
protection,0,0,0,0,0,0,3,0,0,0,0,0
sustain,0,0,0,0,0,0,0,0,0,0,1,0
concert,0,0,0,0,0,0,1,0,0,0,0,0
industrial,2,0,0,0,0,0,0,0,0,0,0,0
workplace,0,0,0,0,0,0,1,0,0,0,0,0
conduction,0,0,0,0,0,0,21,0,0,0,0,0
forehead,0,0,0,0,0,0,2,0,0,0,0,0
note,0,0,0,0,0,0,3,0,0,0,3,0
similarly,0,0,3,0,0,0,0,0,0,0,0,0
ticking,0,0,0,0,0,0,2,0,0,0,0,0
watch,0,0,0,0,0,0,2,0,0,0,0,0
distinctly,0,0,2,0,0,0,0,0,0,0,0,0
finger,0,0,0,0,0,0,2,0,0,0,0,0
usual,4,0,0,0,0,0,0,0,0,0,0,0
instead,0,0,5,0,0,0,0,0,0,0,0,0
indirectly,0,0,3,0,0,0,0,0,0,0,0,0
segment,0,0,0,0,0,0,2,0,0,0,0,0
compression,0,0,0,0,0,0,3,0,0,0,0,0
freely,0,0,4,0,0,0,0,0,0,0,0,0
mobile,1,0,0,0,0,0,0,0,0,0,0,0
cancel,0,0,0,0,0,0,0,0,0,0,3,0
resultant,2,0,0,0,0,0,0,0,0,0,3,0
rigid,3,0,0,0,0,0,0,0,0,0,0,0
affected,3,0,0,0,0,0,0,0,0,0,0,0
inertia,0,0,0,0,0,0,3,0,0,0,0,0
suspension,0,0,0,0,0,0,1,0,0,0,0,0
inertial,2,0,0,0,0,0,0,0,0,0,0,0
interfere,0,0,0,0,0,0,0,0,0,0,6,0
compressional,1,0,0,0,0,0,0,0,0,0,0,0
vibrator,0,0,0,0,0,0,2,0,0,0,0,0
basis,0,0,0,0,0,0,14,0,0,0,0,0
old,9,0,0,0,0,0,0,0,0,0,0,0
test,0,0,0,0,0,0,33,0,0,0,7,0
repertoire,0,0,0,0,0,0,1,0,0,0,0,0
employ,0,0,0,0,0,0,0,0,0,0,5,0
amenable,1,0,0,0,0,0,0,0,0,0,0,0
sensorineural,14,0,0,0,0,0,0,0,0,0,0,0
transduce,0,0,0,0,0,0,0,0,0,0,3,0
specifically,0,0,2,0,0,0,0,0,0,0,0,0
voltage,0,0,0,0,0,0,1,0,0,0,0,0
dissipate,0,0,0,0,0,0,0,0,0,0,1,0
hit,0,0,0,0,0,0,0,0,0,0,1,0
tectoral,1,0,0,0,0,0,0,0,0,0,0,0
generation,0,0,0,0,0,0,2,0,0,0,0,0
erode,0,0,0,0,0,0,0,0,0,0,3,0
abnormal,8,0,0,0,0,0,0,0,0,0,0,0
transient,1,0,0,0,0,0,0,0,0,0,0,0
phenomenon,0,0,0,0,0,0,2,0,0,0,0,0
laboratory,2,0,0,0,0,0,6,0,0,0,0,0
retain,0,0,0,0,0,0,0,0,0,0,3,0
responsiveness,0,0,0,0,0,0,1,0,0,0,0,0
intriguing,2,0,0,0,0,0,0,0,0,0,0,0
observation,0,0,0,0,0,0,4,0,0,0,0,0
fish,0,0,0,0,0,0,6,0,0,0,0,0
distant,2,0,0,0,0,0,0,0,0,0,0,0
normally,0,0,13,0,0,0,0,0,0,0,0,0
alternate,1,0,0,0,0,0,0,0,0,0,2,0
relief,0,0,0,0,0,0,1,0,0,0,0,0
valve,0,0,0,0,0,0,1,0,0,0,0,0
sort,0,0,0,0,0,0,1,0,0,0,1,0
exhibit,0,0,0,0,0,0,0,0,0,0,3,0
idea,0,0,0,0,0,0,2,0,0,0,0,0
multiresonant,1,0,0,0,0,0,0,0,0,0,0,0
propose,0,0,0,0,0,0,0,0,0,0,5,0
german,5,0,0,0,0,0,0,0,0,0,0,0
physicist,0,0,0,0,0,0,2,0,0,0,0,0
physiologist,0,0,0,0,0,0,4,0,0,0,0,0
explicitly,0,0,1,0,0,0,0,0,0,0,0,0
theory,0,0,0,0,0,0,10,0,0,0,0,0
inspire,0,0,0,0,0,0,0,0,0,0,1,0
anatomic,1,0,0,0,0,0,0,0,0,0,0,0
postulate,0,0,0,0,0,0,0,0,0,0,2,0
series,0,0,0,0,0,0,11,0,0,0,0,0
resonator,0,0,0,0,0,0,3,0,0,0,0,0
capable,5,0,0,0,0,0,0,0,0,0,0,0
vary,0,0,0,0,0,0,0,0,0,0,14,0
piano,0,0,0,0,0,0,1,0,0,0,0,0
progressively,0,0,4,0,0,0,0,0,0,0,0,0
conjecture,0,0,0,0,0,0,0,0,0,0,1,0
original,3,0,0,0,0,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,0,0,2,0
clinical,4,0,0,0,0,0,0,0,0,0,0,0
datum,0,0,0,0,0,0,3,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,0,6,0
analysis,0,0,0,0,0,0,7,0,0,0,0,0
maximum,7,0,0,0,0,0,0,0,0,0,0,0
location,0,0,0,0,0,0,4,0,0,0,0,0
composite,0,0,0,0,0,0,1,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,0,0,1,0
subsequent,4,0,0,0,0,0,0,0,0,0,0,0
experiment,0,0,0,0,0,0,7,0,0,0,0,0
theorize,0,0,0,0,0,0,0,0,0,0,2,0
width,0,0,0,0,0,0,2,0,0,0,0,0
proceed,0,0,0,0,0,0,0,0,0,0,2,0
attain,0,0,0,0,0,0,0,0,0,0,1,0
distance,0,0,0,0,0,0,4,0,0,0,0,0
rapidly,0,0,9,0,0,0,0,0,0,0,0,0
subside,0,0,0,0,0,0,0,0,0,0,2,0
impose,0,0,0,0,0,0,0,0,0,0,1,0
peak,0,0,0,0,0,0,1,0,0,0,0,0
vigorously,0,0,1,0,0,0,0,0,0,0,0,0
indicator,0,0,0,0,0,0,1,0,0,0,0,0
timing,0,0,0,0,0,0,3,0,0,0,0,0
decisive,1,0,0,0,0,0,0,0,0,0,0,0
shearing,0,0,0,0,0,0,2,0,0,0,0,0
displace,0,0,0,0,0,0,0,0,0,0,1,0
excite,0,0,0,0,0,0,0,0,0,0,3,0
stimulus,0,0,0,0,0,0,30,0,0,0,0,0
endocochlear,1,0,0,0,0,0,0,0,0,0,0,0
current,0,0,0,0,0,0,7,0,0,0,0,0
millivolt,0,0,0,0,0,0,3,0,0,0,0,0
continual,1,0,0,0,0,0,0,0,0,0,0,0
positive,3,0,0,0,0,0,0,0,0,0,0,0
bathe,0,0,0,0,0,0,0,0,0,0,2,0
negative,4,0,0,0,0,0,0,0,0,0,0,0
intracellular,2,0,0,0,0,0,0,0,0,0,0,0
steep,1,0,0,0,0,0,0,0,0,0,0,0
gradient,0,0,0,0,0,0,1,0,0,0,0,0
sensitize,0,0,0,0,0,0,0,0,0,0,1,0
interlink,0,0,0,0,0,0,0,0,0,0,1,0
one,0,0,0,0,0,0,2,0,0,0,0,0
influx,0,0,0,0,0,0,1,0,0,0,0,0
depolarize,0,0,0,0,0,0,0,0,0,0,3,0
inhibit,0,0,0,0,0,0,0,0,0,0,3,0
hyperpolarize,0,0,0,0,0,0,0,0,0,0,2,0
depolarization,0,0,0,0,0,0,1,0,0,0,0,0
release,0,0,0,0,0,0,1,0,0,0,0,0
myosin,0,0,0,0,0,0,1,0,0,0,0,0
contractile,1,0,0,0,0,0,0,0,0,0,0,0
rhythmically,0,0,1,0,0,0,0,0,0,0,0,0
tonal,1,0,0,0,0,0,0,0,0,0,0,0
probably,0,0,5,0,0,0,0,0,0,0,0,0
uniform,1,0,0,0,0,0,0,0,0,0,0,0
local,5,0,0,0,0,0,0,0,0,0,0,0
act,0,0,0,0,0,0,0,0,0,0,5,0
detector,0,0,0,0,0,0,1,0,0,0,0,0
stimulator,0,0,0,0,0,0,4,0,0,0,0,0
element,0,0,0,0,0,0,4,0,0,0,0,0
discriminatory,1,0,0,0,0,0,0,0,0,0,0,0
presumably,0,0,3,0,0,0,0,0,0,0,0,0
readily,0,0,4,0,0,0,0,0,0,0,0,0
require,0,0,0,0,0,0,0,0,0,0,19,0
synaptically,0,0,1,0,0,0,0,0,0,0,0,0
elevate,0,0,0,0,0,0,0,0,0,0,3,0
otacoustic,1,0,0,0,0,0,0,0,0,0,0,0
emission,0,0,0,0,0,0,5,0,0,0,0,0
spontaneous,3,0,0,0,0,0,0,0,0,0,0,0
faint,4,0,0,0,0,0,0,0,0,0,0,0
record,0,0,0,0,0,0,0,0,0,0,7,0
microphone,0,0,0,0,0,0,7,0,0,0,0,0
absent,6,0,0,0,0,0,0,0,0,0,0,0
ototoxicity,0,0,0,0,0,0,1,0,0,0,0,0
concept,0,0,0,0,0,0,6,0,0,0,0,0
micromechanism,0,0,0,0,0,0,1,0,0,0,0,0
prove,0,0,0,0,0,0,0,0,0,0,3,0
increasingly,0,0,2,0,0,0,0,0,0,0,0,0
audiological,1,0,0,0,0,0,0,0,0,0,0,0
evaluation,0,0,0,0,0,0,5,0,0,0,0,0
impaired,13,0,0,0,0,0,0,0,0,0,0,0
infant,0,0,0,0,0,0,9,0,0,0,0,0
functionally,0,0,2,0,0,0,0,0,0,0,0,0
innervate,0,0,0,0,0,0,0,0,0,0,4,0
ascend,0,0,0,0,0,0,0,0,0,0,6,0
descending,1,0,0,0,0,0,0,0,0,0,0,0
pathway,0,0,0,0,0,0,18,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,0,0,8,0
discuss,0,0,0,0,0,0,0,0,0,0,2,0
originate,0,0,0,0,0,0,0,0,0,0,6,0
aggregation,0,0,0,0,0,0,2,0,0,0,0,0
peripheral,3,0,0,0,0,0,0,0,0,0,0,0
hole,0,0,0,0,0,0,2,0,0,0,0,0
sheath,0,0,0,0,0,0,1,0,0,0,0,0
twist,0,0,0,0,0,0,0,0,0,0,1,0
rope,0,0,0,0,0,0,1,0,0,0,0,0
exit,0,0,0,0,0,0,0,0,0,0,1,0
medulla,0,0,0,0,0,0,7,0,0,0,0,0
encode,0,0,0,0,0,0,0,0,0,0,2,0
extent,0,0,0,0,0,0,4,0,0,0,0,0
means,0,0,0,0,0,0,3,0,0,0,0,0
localization,0,0,0,0,0,0,7,0,0,0,0,0
appropriate,11,0,0,0,0,0,0,0,0,0,0,0
intra,2,0,0,0,0,0,0,0,0,0,0,0
aural,1,0,0,0,0,0,0,0,0,0,0,0
turning,0,0,0,0,0,0,4,0,0,0,0,0
initiate,0,0,0,0,0,0,0,0,0,0,1,0
collection,0,0,0,0,0,0,1,0,0,0,0,0
dorsal,4,0,0,0,0,0,0,0,0,0,0,0
ventral,4,0,0,0,0,0,0,0,0,0,0,0
midline,0,0,0,0,0,0,7,0,0,0,0,0
olivary,6,0,0,0,0,0,0,0,0,0,0,0
trapezoid,1,0,0,0,0,0,0,0,0,0,0,0
lemniscus,0,0,0,0,0,0,2,0,0,0,0,0
colliculus,0,0,0,0,0,0,4,0,0,0,0,0
midbrain,0,0,0,0,0,0,2,0,0,0,0,0
geniculate,2,0,0,0,0,0,0,0,0,0,0,0
lobe,0,0,0,0,0,0,3,0,0,0,0,0
primate,0,0,0,0,0,0,1,0,0,0,0,0
transverse,1,0,0,0,0,0,0,0,0,0,0,0
gyri,0,0,0,0,0,0,1,0,0,0,0,0
parietal,1,0,0,0,0,0,0,0,0,0,0,0
sylvian,1,0,0,0,0,0,0,0,0,0,0,0
fissure,0,0,0,0,0,0,1,0,0,0,0,0
reason,0,0,0,0,0,0,10,0,0,0,0,0
cortical,4,0,0,0,0,0,0,0,0,0,0,0
injure,0,0,0,0,0,0,0,0,0,0,5,0
trauma,0,0,0,0,0,0,5,0,0,0,0,0
stroke,0,0,0,0,0,0,3,0,0,0,0,0
binaural,3,0,0,0,0,0,0,0,0,0,0,0
bilateral,3,0,0,0,0,0,0,0,0,0,0,0
rare,12,0,0,0,0,0,0,0,0,0,0,0
spur,0,0,0,0,0,0,1,0,0,0,0,0
antedate,0,0,0,0,0,0,0,0,0,0,1,0
evolutionary,2,0,0,0,0,0,0,0,0,0,0,0
general,13,0,0,0,0,0,0,0,0,0,0,0
regard,0,0,0,0,0,0,3,0,0,0,3,0
exercise,0,0,0,0,0,0,1,0,0,0,1,0
inhibitory,2,0,0,0,0,0,0,0,0,0,0,0
block,0,0,0,0,0,0,1,0,0,0,10,0
oblongata,1,0,0,0,0,0,0,0,0,0,0,1
olivocochlear,0,0,0,0,0,0,1,0,0,0,0,0
acetylcholine,0,0,0,0,0,0,1,0,0,0,0,0
sharpen,0,0,0,0,0,0,0,0,0,0,1,0
hemisphere,0,0,0,0,0,0,1,0,0,0,0,0
spatial,3,0,0,0,0,0,0,0,0,0,0,0
representation,0,0,0,0,0,0,2,0,0,0,0,0
investigator,0,0,0,0,0,0,6,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,0,0,6,0
good,6,0,0,0,0,0,0,0,0,0,0,0
minimal,2,0,0,0,0,0,0,0,0,0,0,0
compatible,1,0,0,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,0,4,0,0,0,0,0
fire,0,0,0,0,0,0,1,0,0,0,1,0
reveal,0,0,0,0,0,0,0,0,0,0,9,0
phase,0,0,0,0,0,0,3,0,0,0,0,0
locking,0,0,0,0,0,0,1,0,0,0,0,0
regularly,0,0,2,0,0,0,0,0,0,0,0,0
recur,0,0,0,0,0,0,0,0,0,0,4,0
interval,0,0,0,0,0,0,2,0,0,0,0,0
increased,2,0,0,0,0,0,0,0,0,0,0,0
code,0,0,0,0,0,0,0,0,0,0,4,0
comprehensive,2,0,0,0,0,0,0,0,0,0,0,0
necessary,12,0,0,0,0,0,0,0,0,0,0,0
recognition,0,0,0,0,0,0,7,0,0,0,0,0
likely,4,0,1,0,0,0,0,0,0,0,0,0
reserve,0,0,0,0,0,0,0,0,0,0,1,0
sequence,0,0,0,0,0,0,2,0,0,0,0,0
meaning,0,0,0,0,0,0,2,0,0,0,0,0
behaviour,0,0,0,0,0,0,6,0,0,0,0,0
accordance,0,0,0,0,0,0,2,0,0,0,0,0
association,0,0,0,0,0,0,3,0,0,0,0,0
multiple,3,0,0,0,0,0,0,0,0,0,0,0
interconnection,0,0,0,0,0,0,2,0,0,0,0,0
stationary,2,0,0,0,0,0,0,0,0,0,0,0
arrival,0,0,0,0,0,0,2,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,0,1,0
microsecond,0,0,0,0,0,0,1,0,0,0,0,0
soon,0,0,5,0,0,0,0,0,0,0,0,0
louder,0,0,1,0,0,0,0,0,0,0,0,0
situation,0,0,0,0,0,0,4,0,0,0,0,0
pinpoint,0,0,0,0,0,0,0,0,0,0,1,0
criterion,0,0,0,0,0,0,1,0,0,0,0,0
shadow,0,0,0,0,0,0,1,0,0,0,0,0
comparison,0,0,0,0,0,0,3,0,0,0,0,0
discrimination,0,0,0,0,0,0,3,0,0,0,0,0
spectral,1,0,0,0,0,0,0,0,0,0,0,0
elevation,0,0,0,0,0,0,5,0,0,0,0,0
emanate,0,0,0,0,0,0,0,0,0,0,1,0
electrophysiological,3,0,0,0,0,0,0,0,0,0,0,0
accessory,1,0,0,0,0,0,0,0,0,0,0,0
simultaneous,2,0,0,0,0,0,0,0,0,0,0,0
extraordinarily,0,0,2,0,0,0,0,0,0,0,0,0
virtue,0,0,0,0,0,0,1,0,0,0,0,0
pick,0,0,0,0,0,0,0,0,0,0,3,0
presence,0,0,0,0,0,0,8,0,0,0,0,0
background,0,0,0,0,0,0,5,0,0,0,0,0
permit,0,0,0,0,0,0,0,0,0,0,4,0
attention,0,0,0,0,0,0,2,0,0,0,0,0
orchestra,0,0,0,0,0,0,1,0,0,0,0,0
crowd,0,0,0,0,0,0,1,0,0,0,0,0
cocktail,0,0,0,0,0,0,2,0,0,0,0,0
attend,0,0,0,0,0,0,0,0,0,0,3,0
conversation,0,0,0,0,0,0,5,0,0,0,0,0
speaker,0,0,0,0,0,0,3,0,0,0,0,0
babble,0,0,0,0,0,0,1,0,0,0,0,0
filter,0,0,0,0,0,0,0,0,0,0,2,0
unwanted,1,0,0,0,0,0,0,0,0,0,0,0
listening,0,0,0,0,0,0,1,0,0,0,0,0
lessfavourable,1,0,0,0,0,0,0,0,0,0,0,0
mask,0,0,0,0,0,0,0,0,0,0,4,0
dialogue,0,0,0,0,0,0,2,0,0,0,0,0
difficult,11,0,0,0,0,0,0,0,0,0,0,0
elderly,1,0,0,0,0,0,0,0,0,0,0,0
rotational,2,0,0,0,0,0,0,0,0,0,0,0
angular,1,0,0,0,0,0,0,0,0,0,0,0
acceleration,0,0,0,0,0,0,4,0,0,0,0,0
linear,3,0,0,0,0,0,0,0,0,0,0,0
proprioceptive,2,0,0,0,0,0,0,0,0,0,0,0
deal,0,0,0,0,0,0,2,0,0,0,5,0
event,0,0,0,0,0,0,3,0,0,0,0,0
exteroceptive,1,0,0,0,0,0,0,0,0,0,0,0
related,4,0,0,0,0,0,0,0,0,0,0,0
spinal,0,0,0,0,0,0,1,0,0,0,0,0
vertebrate,0,0,0,0,0,0,2,0,0,0,0,0
utricular,2,0,0,0,0,0,0,0,0,0,0,0
dynamic,1,0,0,0,0,0,0,0,0,0,0,0
rendering,0,0,0,0,0,0,2,0,0,0,0,0
edition,0,0,0,0,0,0,2,0,0,0,0,0
embryologically,0,0,1,0,0,0,0,0,0,0,0,0
convenience,0,0,0,0,0,0,1,0,0,0,0,0
developmental,2,0,0,0,0,0,0,0,0,0,0,0
kinship,0,0,0,0,0,0,1,0,0,0,0,0
apparent,4,0,0,0,0,0,0,0,0,0,0,0
waterborne,1,0,0,0,0,0,0,0,0,0,0,0
impress,0,0,0,0,0,0,0,0,0,0,1,0
perpendicular,1,0,0,0,0,0,0,0,0,0,0,0
localize,0,0,0,0,0,0,0,0,0,0,3,0
french,3,0,0,0,0,0,0,0,0,0,0,0
neurologist,0,0,0,0,0,0,2,0,0,0,0,0
pigeon,0,0,0,0,0,0,2,0,0,0,0,0
abolish,0,0,0,0,0,0,0,0,0,0,1,0
bird,0,0,0,0,0,0,3,0,0,0,0,0
uncoiled,1,0,0,0,0,0,0,0,0,0,0,0
later,3,0,3,0,0,0,0,0,0,0,0,0
appreciate,0,0,0,0,0,0,0,0,0,0,1,0
concern,0,0,0,0,0,0,0,0,0,0,4,0
dimensional,1,0,0,0,0,0,0,0,0,0,0,0
rotate,0,0,0,0,0,0,0,0,0,0,3,0
lag,0,0,0,0,0,0,0,0,0,0,2,0
formulate,0,0,0,0,0,0,0,0,0,0,2,0
hydrostatic,1,0,0,0,0,0,0,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,0,2,0
working,0,0,0,0,0,0,1,0,0,0,0,0
austrian,1,0,0,0,0,0,0,0,0,0,0,0
scottish,1,0,0,0,0,0,0,0,0,0,0,0
chemist,0,0,0,0,0,0,2,0,0,0,0,0
independently,0,0,2,0,0,0,0,0,0,0,0,0
hydrodynamic,2,0,0,0,0,0,0,0,0,0,0,0
pneumatic,1,0,0,0,0,0,0,0,0,0,0,0
decompression,0,0,0,0,0,0,1,0,0,0,0,0
reverse,0,0,0,0,0,0,0,0,0,0,2,0
path,0,0,0,0,0,0,1,0,0,0,0,0
droplet,0,0,0,0,0,0,1,0,0,0,0,0
oil,0,0,0,0,0,0,7,0,0,0,0,0
inject,0,0,0,0,0,0,0,0,0,0,3,0
live,1,0,0,0,0,0,0,0,0,0,0,0
start,0,0,0,0,0,0,2,0,0,0,0,0
return,0,0,0,0,0,0,1,0,0,0,6,0
slowly,0,0,6,0,0,0,0,0,0,0,0,0
upright,3,0,0,0,0,0,0,0,0,0,0,0
cease,0,0,0,0,0,0,0,0,0,0,4,0
slow,5,0,0,0,0,0,0,0,0,0,0,0
elasticity,0,0,0,0,0,0,1,0,0,0,0,0
active,1,0,0,0,0,0,0,0,0,0,0,0
ampullar,1,0,0,0,0,0,0,0,0,0,0,0
excitation,0,0,0,0,0,0,1,0,0,0,0,0
electron,1,0,0,0,0,0,0,0,0,0,0,0
microscopic,2,0,0,0,0,0,0,0,0,0,0,0
polarization,0,0,0,0,0,0,1,0,0,0,0,0
hyperpolarization,0,0,0,0,0,0,1,0,0,0,0,0
saccular,1,0,0,0,0,0,0,0,0,0,0,0
shear,0,0,0,0,0,0,0,0,0,0,1,0
displacement,0,0,0,0,0,0,1,0,0,0,0,0
macular,1,0,0,0,0,0,0,0,0,0,0,0
curve,0,0,0,0,0,0,0,0,0,0,1,0
detection,0,0,0,0,0,0,6,0,0,0,0,0
particularly,0,0,10,0,0,0,0,0,0,0,0,0
righting,0,0,0,0,0,0,1,0,0,0,0,0
leg,0,0,0,0,0,0,1,0,0,0,0,0
sagittal,3,0,0,0,0,0,0,0,0,0,0,0
fore,0,0,1,0,0,0,0,0,0,0,0,0
aft,0,0,1,0,0,0,0,0,0,0,0,0
dominant,1,0,0,0,0,0,0,0,0,0,0,0
partner,0,0,0,0,0,0,1,0,0,0,0,0
relation,0,0,0,0,0,0,1,0,0,0,0,0
vice,0,0,1,0,0,0,0,0,0,0,0,0
versa,0,0,1,0,0,0,0,0,0,0,0,0
cooperation,0,0,0,0,0,0,1,0,0,0,0,0
opposition,0,0,0,0,0,0,1,0,0,0,0,0
unrestrained,1,0,0,0,0,0,0,0,0,0,0,0
jerky,2,0,0,0,0,0,0,0,0,0,0,0
nystagmus,0,0,0,0,0,0,6,0,0,0,0,0
uninjured,1,0,0,0,0,0,0,0,0,0,0,0
disturbance,0,0,0,0,0,0,8,0,0,0,0,0
gait,0,0,0,0,0,0,1,0,0,0,0,0
ataxia,0,0,0,0,0,0,1,0,0,0,0,0
reliance,0,0,0,0,0,0,1,0,0,0,0,0
cutaneous,1,0,0,0,0,0,0,0,0,0,0,0
sol,0,0,0,0,0,0,1,0,0,0,0,0
compensate,0,0,0,0,0,0,0,0,0,0,2,0
recovery,0,0,0,0,0,0,6,0,0,0,0,0
routine,2,0,0,0,0,0,0,0,0,0,0,0
traditionally,0,0,4,0,0,0,0,0,0,0,0,0
elicit,0,0,0,0,0,0,0,0,0,0,8,0
ocular,1,0,0,0,0,0,0,0,0,0,0,0
temporary,8,0,0,0,0,0,0,0,0,0,0,0
simultaneously,0,0,3,0,0,0,0,0,0,0,0,0
otoneurologist,0,0,0,0,0,0,2,0,0,0,0,0
interested,1,0,0,0,0,0,0,0,0,0,0,0
stimulant,0,0,0,0,0,0,1,0,0,0,0,0
syringe,0,0,0,0,0,0,1,0,0,0,2,0
cool,2,0,0,0,0,0,0,0,0,0,0,0
convection,0,0,0,0,0,0,1,0,0,0,0,0
duration,0,0,0,0,0,0,4,0,0,0,0,0
stopwatch,0,0,0,0,0,0,1,0,0,0,0,0
accurately,0,0,1,0,0,0,0,0,0,0,0,0
variation,0,0,0,0,0,0,3,0,0,0,0,0
corneoretinal,1,0,0,0,0,0,0,0,0,0,0,0
electrode,0,0,0,0,0,0,12,0,0,0,0,0
paste,0,0,0,0,0,0,0,0,0,0,2,0
temple,0,0,0,0,0,0,1,0,0,0,0,0
electronystagmography,0,0,0,0,0,0,1,0,0,0,0,0
yield,0,0,0,0,0,0,0,0,0,0,2,0
react,0,0,0,0,0,0,0,0,0,0,2,0
unaccustomed,1,0,0,0,0,0,0,0,0,0,0,0
aircraft,0,0,0,0,0,0,2,0,0,0,0,0
ship,0,0,0,0,0,0,1,0,0,0,0,0
land,0,0,0,0,0,0,1,0,0,0,0,0
vehicle,0,0,0,0,0,0,1,0,0,0,0,0
unsteadiness,0,0,0,0,0,0,1,0,0,0,0,0
abdominal,1,0,0,0,0,0,0,0,0,0,0,0
nausea,0,0,0,0,0,0,3,0,0,0,0,0
vomiting,0,0,0,0,0,0,3,0,0,0,0,0
unlike,0,2,0,0,0,0,0,0,0,0,0,0
sickness,0,0,0,0,0,0,1,0,0,0,0,0
stage,0,0,0,0,0,0,11,0,0,0,0,0
alcoholic,1,0,0,0,0,0,0,0,0,0,0,0
intoxication,0,0,0,0,0,0,1,0,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,0,6,0
periodic,1,0,0,0,0,0,0,0,0,0,0,0
attack,0,0,0,0,0,0,5,0,0,0,1,0
confuse,0,0,0,0,0,0,0,0,0,0,1,0
epilepsy,0,0,0,0,0,0,1,0,0,0,0,0
apoplectiform,1,0,0,0,0,0,0,0,0,0,0,0
congestion,0,0,0,0,0,0,2,0,0,0,0,0
purging,0,0,0,0,0,0,1,0,0,0,0,0
bleeding,0,0,0,0,0,0,2,0,0,0,0,0
otoneurology,0,0,0,0,0,0,1,0,0,0,0,0
specialty,0,0,0,0,0,0,3,0,0,0,0,0
focus,0,0,0,0,0,0,0,0,0,0,4,0
advent,0,0,0,0,0,0,1,0,0,0,0,0
interest,0,0,0,0,0,0,3,0,0,0,1,0
concerned,2,0,0,0,0,0,0,0,0,0,0,0
microgravity,0,0,0,0,0,0,1,0,0,0,0,0
spaceflight,0,0,0,0,0,0,2,0,0,0,0,0
evolve,0,0,0,0,0,0,0,0,0,0,1,0
investigation,0,0,0,0,0,0,5,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,0,0,12,0
centrifuge,0,0,0,0,0,0,1,0,0,0,0,0
ingeniously,0,0,1,0,0,0,0,0,0,0,0,0
automate,0,0,0,0,0,0,0,0,0,0,1,0
vestibulospinal,1,0,0,0,0,0,0,0,0,0,0,0
astronaut,0,0,0,0,0,0,1,0,0,0,0,0
symptom,0,0,0,0,0,0,17,0,0,0,0,0
last,0,0,0,0,0,0,0,0,0,0,1,0
permanent,11,0,0,0,0,0,0,0,0,0,0,0
invasion,0,0,0,0,0,0,1,0,0,0,0,0
infectious,4,0,0,0,0,0,0,0,0,0,0,0
explanation,0,0,0,0,0,0,2,0,0,0,0,0
existence,0,0,0,0,0,0,3,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,0,5,0
moist,3,0,0,0,0,0,0,0,0,0,0,0
dust,0,0,0,0,0,0,4,0,0,0,0,0
sweep,0,0,0,0,0,0,0,0,0,0,1,0
collaborative,1,0,0,0,0,0,0,0,0,0,0,0
respiration,0,0,0,0,0,0,3,0,0,0,0,0
moisten,0,0,0,0,0,0,0,0,0,0,1,0
debris,0,0,0,0,0,0,3,0,0,0,0,0
extract,0,0,0,0,0,0,0,0,0,0,1,0
inhalation,0,0,0,0,0,0,2,0,0,0,0,0
unusual,4,0,0,0,0,0,0,0,0,0,0,0
scroll,0,0,0,0,0,0,2,0,0,0,0,0
septum,0,0,0,0,0,0,2,0,0,0,0,0
naris,0,0,0,0,0,0,1,0,0,0,0,0
press,0,0,0,0,0,0,0,0,0,0,3,0
lodge,0,0,0,0,0,0,0,0,0,0,2,0
turbinate,0,0,0,0,0,0,3,0,0,0,0,0
hang,0,0,0,0,0,0,0,0,0,0,1,0
carbon,0,0,0,0,0,0,3,0,0,0,0,0
soot,0,0,0,0,0,0,1,0,0,0,0,0
bacteria,0,0,0,0,0,0,1,0,0,0,0,0
dendrite,0,0,0,0,0,0,1,0,0,0,0,0
moisture,0,0,0,0,0,0,3,0,0,0,0,0
dissolve,0,0,0,0,0,0,0,0,0,0,3,0
odouremitte,0,0,0,0,0,0,0,0,0,0,1,0
chemically,0,0,4,0,0,0,0,0,0,0,0,0
