word,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
contract,0,0,0,0,0,0,1,0,0,1,0
incidence,0,0,0,0,0,0,1,0,0,0,0
divorce,0,0,0,0,0,0,3,0,0,2,0
humanity,0,0,0,0,0,0,1,0,0,0,0
comparative,2,0,0,0,0,0,0,0,0,0,0
philology,0,0,0,0,0,0,1,0,0,0,0
existentialist,1,0,0,0,0,0,0,0,0,0,0
renown,0,0,0,0,0,0,3,0,0,0,0
sculptor,0,0,0,0,0,0,4,0,0,0,0
neoclassical,2,0,0,0,0,0,0,0,0,0,0
music,0,0,0,0,0,0,22,0,0,0,0
fame,0,0,0,0,0,0,5,0,0,0,0
recognition,0,0,0,0,0,0,8,0,0,0,0
motion,0,0,0,0,0,0,5,0,0,0,0
picture,0,0,0,0,0,0,7,0,0,0,0
filmmaker,0,0,0,0,0,0,2,0,0,0,0
acclaim,0,0,0,0,0,0,6,0,0,0,0
award,0,0,0,0,0,0,2,0,0,4,0
novelist,0,0,0,0,0,0,5,0,0,0,0
novel,0,0,0,0,0,0,10,0,0,0,0
eagle,0,0,0,0,0,0,2,0,0,0,0
expand,0,0,0,0,0,0,0,0,0,12,0
telescopic,1,0,0,0,0,0,0,0,0,0,0
universe,0,0,0,0,0,0,1,0,0,0,0
anatomist,0,0,0,0,0,0,1,0,0,0,0
describe,0,0,0,0,0,0,0,0,0,6,0
lymphatic,1,0,0,0,0,0,0,0,0,0,0
instrumental,2,0,0,0,0,0,0,0,0,0,0
geology,0,0,0,0,0,0,1,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,0,6,0
determinable,1,0,0,0,0,0,0,0,0,0,0
speed,0,0,0,0,0,0,1,0,0,1,0
discover,0,0,0,0,0,0,0,0,0,2,0
ductus,0,0,0,0,0,0,1,0,0,0,0
sublingualis,0,0,0,0,0,0,0,0,0,0,1
glandula,0,0,0,0,0,0,1,0,0,0,0
vestibularis,0,0,0,0,0,0,1,0,0,0,0
duct,0,0,0,0,0,0,1,0,0,0,0
gland,0,0,0,0,0,0,1,0,0,0,0
electromagnetism,0,0,0,0,0,0,1,0,0,0,0
ultraviolet,0,0,0,0,0,0,1,0,0,0,0
ray,0,0,0,0,0,0,1,0,0,0,0
cancer,0,0,0,0,0,0,1,0,0,0,0
device,0,0,0,0,0,0,2,0,0,0,0
generate,0,0,0,0,0,0,0,0,0,4,0
wave,0,0,0,0,0,0,5,0,0,0,0
achievement,0,0,0,0,0,0,2,0,0,0,0
quantum,1,0,0,0,0,0,0,0,0,0,0
physics,0,0,0,0,0,0,3,0,0,0,0
prize,0,0,0,0,0,0,3,0,0,0,0
vitamin,0,0,0,0,0,0,1,0,0,0,0
enzyme,0,0,0,0,0,0,1,0,0,0,0
sodium,0,0,0,0,0,0,1,0,0,0,0
potassium,0,0,0,0,0,0,1,0,0,0,0
unique,2,0,0,0,0,0,0,0,0,0,0
master,0,0,0,0,0,0,4,0,0,1,0
literary,11,0,0,0,0,0,0,0,0,0,0
autobiography,0,0,0,0,0,0,3,0,0,0,0
unknown,2,0,0,0,0,0,0,0,0,0,0
slum,0,0,0,0,0,0,2,0,0,0,0
difficult,9,0,0,0,0,0,0,0,0,0,0
rigid,1,0,0,0,0,0,0,0,0,0,0
youth,0,0,0,0,0,0,7,0,0,0,0
vain,3,0,0,0,0,0,0,0,0,0,0
hope,0,0,0,0,0,0,9,0,0,6,0
actor,0,0,0,0,0,0,5,0,0,0,0
money,0,0,0,0,0,0,6,0,0,0,0
send,0,0,0,0,0,0,0,0,0,9,0
unhappy,2,0,0,0,0,0,0,0,0,0,0
unpleasant,1,0,0,0,0,0,0,0,0,0,0
headmaster,0,0,0,0,0,0,1,0,0,0,0
admit,0,0,0,0,0,0,0,0,0,3,0
fra,0,1,0,0,0,0,0,0,0,0,0
aarene,0,0,0,0,0,0,0,0,0,0,1
fantastic,2,0,0,0,0,0,0,0,0,0,0
immediate,4,0,0,0,0,0,0,0,0,0,0
success,0,0,0,0,0,0,14,0,0,0,0
playwriting,0,0,0,0,0,0,1,0,0,0,0
unsuccessful,3,0,0,0,0,0,0,0,0,0,0
portray,0,0,0,0,0,0,0,0,0,1,0
evil,2,0,0,0,0,0,1,0,0,0,0
slavery,0,0,0,0,0,0,3,0,0,0,0
theatre,0,0,0,0,0,0,18,0,0,0,0
autobiographical,1,0,0,0,0,0,0,0,0,0,0
well,6,0,14,0,0,0,0,0,0,0,0
spillemand,0,0,0,0,0,0,0,0,0,0,1
fiddler,0,0,0,0,0,0,1,0,0,0,0
fortalte,0,0,0,0,0,0,0,0,0,0,1
børn,0,0,0,0,0,0,0,0,0,0,1
tell,0,0,0,0,0,0,0,0,0,3,0
tinderbox,0,0,0,0,0,0,1,0,0,0,0
little,14,0,1,0,0,0,0,0,0,0,0
installment,0,0,0,0,0,0,1,0,0,0,0
complete,12,0,0,0,0,0,0,0,0,12,0
appear,0,0,0,0,0,0,0,0,0,15,0
genre,0,0,0,0,0,0,2,0,0,0,0
ground,0,0,0,0,0,0,18,0,0,1,0
innovator,0,0,0,0,0,0,3,0,0,0,0
method,0,0,0,0,0,0,9,0,0,0,0
idiom,0,0,0,0,0,0,1,0,0,0,0
storytelling,0,0,0,0,0,0,1,0,0,0,0
ability,0,0,0,0,0,0,2,0,0,0,0
imaginative,2,0,0,0,0,0,0,0,0,0,0
element,0,0,0,0,0,0,6,0,0,0,0
legend,0,0,0,0,0,0,4,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,13,0
patronage,0,0,0,0,0,0,1,0,0,0,0
administer,0,0,0,0,0,0,0,0,0,10,0
repertoire,0,0,0,0,0,0,2,0,0,0,0
performance,0,0,0,0,0,0,3,0,0,0,0
internationally,0,0,9,0,0,0,0,0,0,0,0
ballet,0,0,0,0,0,0,3,0,0,0,0
company,0,0,0,0,0,0,19,0,0,0,0
perform,0,0,0,0,0,0,0,0,0,6,0
generation,0,0,0,0,0,0,8,0,0,0,0
dancer,0,0,0,0,0,0,1,0,0,0,0
choreographer,0,0,0,0,0,0,1,0,0,0,0
acclaimed,1,0,0,0,0,0,0,0,0,0,0
symphony,0,0,0,0,0,0,4,0,0,0,0
orchestra,0,0,0,0,0,0,6,0,0,0,0
musician,0,0,0,0,0,0,2,0,0,0,0
singer,0,0,0,0,0,0,3,0,0,0,0
train,0,0,0,0,0,0,1,0,0,7,0
conservatory,0,0,0,0,0,0,1,0,0,0,0
festival,0,0,0,0,0,0,11,0,0,0,0
rock,0,0,0,0,0,0,6,0,0,0,0
craft,0,0,0,0,0,0,5,0,0,0,0
silversmith,0,0,0,0,0,0,1,0,0,0,0
porcelain,0,0,0,0,0,0,4,0,0,0,0
sport,0,0,0,0,0,0,16,0,0,0,0
pursuit,0,0,0,0,0,0,2,0,0,0,0
prussian,3,0,0,0,0,0,0,0,0,0,0
arm,0,0,0,0,0,0,9,0,0,0,0
shooting,0,0,0,0,0,0,4,0,0,0,0
gymnastic,0,0,0,0,0,0,1,0,0,0,0
athletic,2,0,0,0,0,0,1,0,0,0,0
club,0,0,0,0,0,0,4,0,0,0,0
rowing,0,0,0,0,0,0,2,0,0,0,0
soccer,0,0,0,0,0,0,2,0,0,0,0
british,9,0,0,0,0,0,0,0,0,0,0
engineer,0,0,0,0,0,0,1,0,0,0,0
football,0,0,0,0,0,0,2,0,0,0,0
organized,2,0,0,0,0,0,0,0,0,0,0
extremely,0,0,6,0,0,0,0,0,0,0,0
compete,0,0,0,0,0,0,0,0,0,9,0
athlete,0,0,0,0,0,0,2,0,0,0,0
olympic,8,0,0,0,0,0,0,0,0,0,0
medal,0,0,0,0,0,0,10,0,0,1,0
event,0,0,0,0,0,0,19,0,0,0,0
canoeing,0,0,0,0,0,0,1,0,0,0,0
swimming,0,0,0,0,0,0,1,0,0,0,0
cycling,0,0,0,0,0,0,2,0,0,0,0
handball,0,0,0,0,0,0,1,0,0,0,0
bronze,0,0,0,0,0,0,11,0,0,0,0
breaststroke,0,0,0,0,0,0,1,0,0,0,0
competition,0,0,0,0,0,0,11,0,0,0,0
yachtsman,0,0,0,0,0,0,1,0,0,0,0
distinction,0,0,0,0,0,0,3,0,0,0,0
consecutive,1,0,0,0,0,0,0,0,0,0,0
alike,0,0,2,0,0,0,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,4,0
beach,0,0,0,0,0,0,1,0,0,0,0
honeycomb,0,0,0,0,0,0,0,0,0,1,0
note,0,0,0,0,0,0,1,0,0,10,0
resort,0,0,0,0,0,0,2,0,0,2,0
lively,3,0,0,0,0,0,0,0,0,0,0
mix,0,0,0,0,0,0,1,0,0,1,0
recreational,3,0,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,0,0,21,0,0,0,0
kayaking,0,0,0,0,0,0,1,0,0,0,0
glimpse,0,0,0,0,0,0,1,0,0,0,0
media,0,0,0,0,0,0,3,0,0,0,0
publishing,0,0,0,0,0,0,3,0,0,0,0
publicly,0,0,5,0,0,0,0,0,0,0,0
programming,0,0,0,0,0,0,3,0,0,0,0
station,0,0,0,0,0,0,6,0,0,1,0
television,0,0,0,0,0,0,9,0,0,0,0
license,0,0,0,0,0,0,2,0,0,1,0
fee,0,0,0,0,0,0,6,0,0,0,0
broadcasting,0,0,0,0,0,0,3,0,0,0,0
possible,10,0,0,0,0,0,0,0,0,0,0
signal,0,0,0,0,0,0,1,0,0,1,0
press,0,0,0,0,0,0,16,0,0,2,0
guarantee,0,0,0,0,0,0,2,0,0,6,0
dozen,0,0,0,0,0,0,3,0,0,0,0
ownership,0,0,0,0,0,0,4,0,0,0,0
daily,5,0,1,0,0,0,2,0,0,0,0
advertising,0,0,0,0,0,0,2,0,0,0,0
fund,0,0,0,0,0,0,6,0,0,4,0
humankind,0,0,0,0,0,0,1,0,0,0,0
historic,2,0,0,0,0,0,0,0,0,0,0
sufficient,3,0,0,0,0,0,0,0,0,0,0
medieval,12,0,0,0,0,0,0,0,0,0,0
monastery,0,0,0,0,0,0,6,0,0,0,0
record,0,0,0,0,0,0,0,0,0,4,0
orally,0,0,1,0,0,0,0,0,0,0,0
transmit,0,0,0,0,0,0,0,0,0,1,0
sure,3,0,0,0,0,0,0,0,0,0,0
document,0,0,0,0,0,0,7,0,0,0,0
incomplete,1,0,0,0,0,0,0,0,0,0,0
information,0,0,0,0,0,0,12,0,0,0,0
deal,0,0,0,0,0,0,4,0,0,3,0
inhabitant,0,0,0,0,0,0,10,0,0,0,0
recede,0,0,0,0,0,0,0,0,0,3,0
nomadic,5,0,0,0,0,0,0,0,0,0,0
hunter,0,0,0,0,0,0,4,0,0,0,0
tool,0,0,0,0,0,0,8,0,0,0,0
weapon,0,0,0,0,0,0,9,0,0,0,0
shell,0,0,0,0,0,0,1,0,0,0,0
mound,0,0,0,0,0,0,2,0,0,0,0
refuse,0,0,0,0,0,0,1,0,0,15,0
heap,0,0,0,0,0,0,1,0,0,0,0
kitchen,0,0,0,0,0,0,3,0,0,0,0
midden,0,0,0,0,0,0,1,0,0,0,0
gradual,5,0,0,0,0,0,0,0,0,0,0
development,0,0,0,0,0,0,31,0,0,0,0
gatherer,0,0,0,0,0,0,1,0,0,0,0
progress,0,0,0,0,0,0,2,0,0,1,0
sophistication,0,0,0,0,0,0,2,0,0,0,0
complexity,0,0,0,0,0,0,1,0,0,0,0
stone,0,0,0,0,0,0,6,0,0,0,0
keep,0,0,0,0,0,0,0,0,0,8,0
megalithic,2,0,0,0,0,0,0,0,0,0,0
grave,0,0,0,0,0,0,3,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,4,0
phase,0,0,0,0,0,0,2,0,0,1,0
flint,0,0,0,0,0,0,2,0,0,0,0
working,1,0,0,0,0,0,3,0,0,0,0
apogee,0,0,0,0,0,0,3,0,0,0,0
masterpiece,0,0,0,0,0,0,1,0,0,0,0
dagger,0,0,0,0,0,0,1,0,0,0,0
spearhead,0,0,0,0,0,0,1,0,0,0,0
wealth,0,0,0,0,0,0,7,0,0,0,0
elite,2,0,0,0,0,0,4,0,0,0,0
illustrate,0,0,0,0,0,0,0,0,0,1,0
metalworking,0,0,0,0,0,0,1,0,0,0,0
see,0,0,0,0,0,0,0,0,0,15,0
spiral,1,0,0,0,0,0,0,0,0,0,0
decoration,0,0,0,0,0,0,1,0,0,0,0
lur,0,0,0,0,0,0,1,0,0,0,0
curved,1,0,0,0,0,0,0,0,0,0,0
horn,0,0,0,0,0,0,1,0,0,0,0
pair,0,0,0,0,0,0,2,0,0,1,0
varied,4,0,0,0,0,0,0,0,0,0,0
improved,1,0,0,0,0,0,0,0,0,0,0
sickle,0,0,0,0,0,0,1,0,0,0,0
enable,0,0,0,0,0,0,0,0,0,5,0
exploitation,0,0,0,0,0,0,3,0,0,0,0
cultivated,2,0,0,0,0,0,0,0,0,0,0
woolen,2,0,0,0,0,0,0,0,0,0,0
cloth,0,0,0,0,0,0,3,0,0,0,0
prior,0,0,3,0,0,0,0,0,0,0,0
milk,0,0,0,0,0,0,3,0,0,0,0
wool,0,0,0,0,0,0,1,0,0,0,0
gradually,0,0,16,0,0,0,0,0,0,0,0
iron,0,0,0,0,0,0,22,0,0,0,0
clearing,0,0,0,0,0,0,1,0,0,0,0
reerecte,0,0,0,0,0,0,0,0,0,1,0
suggest,0,0,0,0,0,0,0,0,0,5,0
object,0,0,0,0,0,0,1,0,0,3,0
offering,0,0,0,0,0,0,3,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,11,0
man,0,0,0,0,0,0,25,0,0,1,0
evidence,0,0,0,0,0,0,4,0,0,1,0
indication,0,0,0,0,0,0,2,0,0,0,0
practice,0,0,0,0,0,0,4,0,0,7,0
fixed,1,0,0,0,0,0,0,0,0,0,0
runic,3,0,0,0,0,0,1,0,0,0,0
inscription,0,0,0,0,0,0,3,0,0,0,0
likely,1,0,3,0,0,0,0,0,0,0,0
etruscan,1,0,0,0,0,0,0,0,0,0,0
alphabet,0,0,0,0,0,0,2,0,0,0,0
possibly,0,0,2,0,0,0,0,0,0,0,0
latin,1,0,0,0,0,0,0,0,0,0,0
unrest,0,0,0,0,0,0,3,0,0,0,0
bubonic,1,0,0,0,0,0,0,0,0,0,0
plague,0,0,0,0,0,0,4,0,0,0,0
rage,0,0,0,0,0,0,0,0,0,1,0
diffused,1,0,0,0,0,0,0,0,0,0,0
centralized,3,0,0,0,0,0,0,0,0,0,0
respective,1,0,0,0,0,0,0,0,0,0,0
lot,0,0,0,0,0,0,2,0,0,0,0
notwithstanding,0,3,1,0,0,0,0,0,0,0,0
glean,0,0,0,0,0,0,0,0,0,1,0
apparently,0,0,6,0,0,0,0,0,0,0,0
oral,2,0,0,0,0,0,0,0,0,0,0
superb,2,0,0,0,0,0,0,0,0,0,0
shipbuilder,0,0,0,0,0,0,1,0,0,0,0
sailor,0,0,0,0,0,0,1,0,0,0,0
raider,0,0,0,0,0,0,1,0,0,0,0
capacity,0,0,0,0,0,0,4,0,0,0,0
stretch,0,0,0,0,0,0,2,0,0,5,0
russian,55,0,0,0,0,0,0,0,0,0,0
arab,3,0,0,0,0,0,0,0,0,0,0
amber,0,0,0,0,0,0,1,0,0,0,0
precious,1,0,0,0,0,0,0,0,0,0,0
jewel,0,0,0,0,0,0,1,0,0,0,0
glassware,0,0,0,0,0,0,3,0,0,0,0
raiding,0,0,0,0,0,0,2,0,0,0,0
mainly,0,0,21,0,0,0,0,0,0,0,0
abroad,0,0,13,0,0,0,0,0,0,0,0
duke,0,0,0,0,0,0,12,0,0,0,0
vassal,0,0,0,0,0,0,3,0,0,0,0
nationality,0,0,0,0,0,0,1,0,0,0,0
question,0,0,0,0,0,0,18,0,0,0,0
follower,0,0,0,0,0,0,1,0,0,0,0
unlike,0,4,0,0,0,0,0,0,0,0,0
warrior,0,0,0,0,0,0,6,0,0,0,0
celtic,2,0,0,0,0,0,0,0,0,0,0
midst,0,0,0,0,0,0,1,0,0,0,0
coalesce,0,0,0,0,0,0,0,0,0,1,0
successor,0,0,0,0,0,0,11,0,0,0,0
christianize,0,0,0,0,0,0,0,0,0,4,0
huge,4,0,0,0,0,0,0,0,0,0,0
rewin,0,0,0,0,0,0,0,0,0,1,0
exhaust,0,0,0,0,0,0,0,0,0,2,0
raid,0,0,0,0,0,0,4,0,0,1,0
shortly,0,0,12,0,0,0,0,0,0,0,0
reconquer,0,0,0,0,0,0,0,0,0,2,0
death,0,0,0,0,0,0,32,0,0,0,0
forge,0,0,0,0,0,0,0,0,0,3,0
contender,0,0,0,0,0,0,4,0,0,0,0
throne,0,0,0,0,0,0,38,0,0,0,0
descendant,0,0,0,0,0,0,3,0,0,0,0
norman,1,0,0,0,0,0,0,0,0,0,0
victory,0,0,0,0,0,0,14,0,0,0,0
evolve,0,0,0,0,0,0,0,0,0,6,0
thrall,0,0,0,0,0,0,1,0,0,0,0
difference,0,0,0,0,0,0,5,0,0,0,0
royalty,0,0,0,0,0,0,1,0,0,0,0
inheritable,2,0,0,0,0,0,0,0,0,0,0
gap,0,0,0,0,0,0,3,0,0,0,0
widen,0,0,0,0,0,0,0,0,0,1,0
debate,0,0,0,0,0,0,7,0,0,1,0
scholar,0,0,0,0,0,0,6,0,0,0,0
patriarchal,2,0,0,0,0,0,0,0,0,0,0
initiate,0,0,0,0,0,0,0,0,0,10,0
property,0,0,0,0,0,0,16,0,0,0,0
exceptional,2,0,0,0,0,0,0,0,0,0,0
assume,0,0,0,0,0,0,0,0,0,9,0
leadership,0,0,0,0,0,0,34,0,0,0,0
middle,3,0,0,0,0,0,7,0,0,0,0
credit,0,0,0,0,0,0,2,0,0,3,0
christianization,0,0,0,0,0,0,2,0,0,0,0
depredation,0,0,0,0,0,0,1,0,0,0,0
centralization,0,0,0,0,0,0,2,0,0,0,0
temporal,1,0,0,0,0,0,0,0,0,0,0
gather,0,0,0,0,0,0,0,0,0,3,0
band,0,0,0,0,0,0,6,0,0,0,0
behave,0,0,0,0,0,0,0,0,0,1,0
feudal,5,0,0,0,0,0,0,0,0,0,0
overlord,0,0,0,0,0,0,2,0,0,0,0
mere,2,0,0,0,0,0,0,0,0,0,0
inhibit,0,0,0,0,0,0,0,0,0,1,0
affect,0,0,0,0,0,0,0,0,0,16,0
dominance,0,0,0,0,0,0,3,0,0,0,0
overland,1,0,0,0,0,0,1,0,0,0,0
doubt,0,0,0,0,0,0,1,0,0,0,0
feudalism,0,0,0,0,0,0,1,0,0,0,0
manorialism,0,0,0,0,0,0,1,0,0,0,0
frame,0,0,0,0,0,0,0,0,0,1,0
firmly,0,0,2,0,0,0,0,0,0,0,0
established,1,0,0,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,7,0
fraught,1,0,0,0,0,0,0,0,0,0,0
difficulty,0,0,0,0,0,0,7,0,0,0,0
ensue,0,0,0,0,0,0,0,0,0,3,0
noble,7,0,0,0,0,0,32,0,0,0,0
persist,0,0,0,0,0,0,0,0,0,4,0
defend,0,0,0,0,0,0,0,0,0,6,0
transition,0,0,0,0,0,0,7,0,0,0,0
royal,29,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,5,0,0,0,0
assembly,0,0,0,0,0,0,8,0,0,0,0
freeman,0,0,0,0,0,0,1,0,0,0,0
legislate,0,0,0,0,0,0,0,0,0,1,0
extent,0,0,0,0,0,0,6,0,0,0,0
protracted,1,0,0,0,0,0,0,0,0,0,0
acknowledge,0,0,0,0,0,0,0,0,0,7,0
sole,4,0,0,0,0,0,0,0,0,0,0
initially,0,0,3,0,0,0,0,0,0,0,0
relationship,0,0,0,0,0,0,9,0,0,0,0
emphasize,0,0,0,0,0,0,0,0,0,6,0
victorious,2,0,0,0,0,0,0,0,0,0,0
code,0,0,0,0,0,0,7,0,0,0,0
cadastre,0,0,0,0,0,0,1,0,0,0,0
hof,0,0,0,0,0,0,2,0,0,0,2
prelate,0,0,0,0,0,0,3,0,0,0,0
aristocrat,0,0,0,0,0,0,3,0,0,0,0
check,0,0,0,0,0,0,1,0,0,0,0
misuse,0,0,0,0,0,0,1,0,0,0,0
interval,0,0,0,0,0,0,2,0,0,0,0
function,0,0,0,0,0,0,1,0,0,1,0
stability,0,0,0,0,0,0,6,0,0,0,0
disintegrate,0,0,0,0,0,0,0,0,0,1,0
culminate,0,0,0,0,0,0,0,0,0,4,0
instance,0,0,0,0,0,0,2,0,0,0,0
regicide,0,0,0,0,0,0,1,0,0,0,0
murder,0,0,0,0,0,0,2,0,0,6,0
nobility,0,0,0,0,0,0,49,0,0,0,0
formally,0,0,8,0,0,0,0,0,0,0,0
charter,0,0,0,0,0,0,9,0,0,0,0
lord,0,0,0,0,0,0,3,0,0,0,0
forbid,0,0,0,0,0,0,0,0,0,5,0
imprison,0,0,0,0,0,0,0,0,0,7,0
purely,0,0,4,0,0,0,0,0,0,0,0
suspicion,0,0,0,0,0,0,1,0,0,0,0
haandfaestning,0,0,0,0,0,0,0,0,0,0,1
albeit,0,0,0,0,0,0,0,0,1,0,0
democratic,7,0,0,0,0,0,0,0,0,0,0
exception,0,0,0,0,0,0,3,0,0,0,0
prove,0,0,0,0,0,0,0,0,0,10,0
easy,2,0,0,0,0,0,0,0,0,0,0
determine,0,0,0,0,0,0,0,0,0,3,0
inclusion,0,0,0,0,0,0,1,0,0,0,0
fairly,0,0,5,0,0,0,0,0,0,0,0
straightforward,2,0,0,0,0,0,0,0,0,0,0
placement,0,0,0,0,0,0,2,0,0,0,0
problematic,1,0,0,0,0,0,0,0,0,0,0
constellation,0,0,0,0,0,0,1,0,0,0,0
rampart,0,0,0,0,0,0,3,0,0,0,0
protect,0,0,0,0,0,0,0,0,0,12,0
incursion,0,0,0,0,0,0,1,0,0,0,0
seldom,0,0,3,0,0,0,0,0,0,0,0
coincide,0,0,0,0,0,0,0,0,0,4,0
wall,0,0,0,0,0,0,2,0,0,0,0
complicate,0,0,0,0,0,0,0,0,0,4,0
factor,0,0,0,0,0,0,5,0,0,0,0
militarily,0,0,1,0,0,0,0,0,0,0,0
emperor,0,0,0,0,0,0,9,0,0,0,0
sovereignty,0,0,0,0,0,0,7,0,0,0,0
unclear,1,0,0,0,0,0,0,0,0,0,0
kilometre,0,0,0,0,0,0,3,0,0,0,0
penetrate,0,0,0,0,0,0,0,0,0,1,0
storm,0,0,0,0,0,0,0,0,0,2,0
decay,0,0,0,0,0,0,1,0,0,0,0
hastily,0,0,1,0,0,0,0,0,0,0,0
strengthen,0,0,0,0,0,0,0,0,0,14,0
superiority,0,0,0,0,0,0,3,0,0,0,0
artillery,0,0,0,0,0,0,3,0,0,0,0
onward,0,0,3,0,0,0,0,0,0,0,0
repair,0,0,0,0,0,0,0,0,0,1,0
impregnable,1,0,0,0,0,0,0,0,0,0,0
abandon,0,0,0,0,0,0,0,0,0,11,0
blow,0,0,0,0,0,0,4,0,0,1,0
spite,0,0,0,0,0,0,5,0,0,0,0
destruction,0,0,0,0,0,0,1,0,0,0,0
impose,0,0,0,0,0,0,0,0,0,7,0
ruin,0,0,0,0,0,0,1,0,0,0,0
systematic,2,0,0,0,0,0,0,0,0,0,0
excavation,0,0,0,0,0,0,3,0,0,0,0
yield,0,0,0,0,0,0,3,0,0,7,0
valuable,2,0,0,0,0,0,0,0,0,0,0
core,0,0,0,0,0,0,2,0,0,0,0
orientation,0,0,0,0,0,0,1,0,0,0,0
pagan,6,0,0,0,0,0,1,0,0,0,0
slavic,1,0,0,0,0,0,0,0,0,0,0
tribe,0,0,0,0,0,0,5,0,0,0,0
campaign,0,0,0,0,0,0,6,0,0,3,0
christianized,2,0,0,0,0,0,0,0,0,0,0
piracy,0,0,0,0,0,0,1,0,0,0,0
stop,0,0,0,0,0,0,0,0,0,5,0
hegemony,0,0,0,0,0,0,2,0,0,0,0
wendish,1,0,0,0,0,0,0,0,0,0,0
settler,0,0,0,0,0,0,3,0,0,0,0
one,0,0,0,0,0,0,4,0,0,0,0
designate,0,0,0,0,0,0,0,0,0,5,0
besiege,0,0,0,0,0,0,0,0,0,2,0
tenuous,1,0,0,0,0,0,0,0,0,0,0
prisoner,0,0,0,0,0,0,4,0,0,0,0
promise,0,0,0,0,0,0,5,0,0,8,0
final,8,0,0,0,0,0,0,0,0,0,0
decisive,6,0,0,0,0,0,0,0,0,0,0
empire,0,0,0,0,0,0,5,0,0,0,0
determining,0,0,0,0,0,0,1,0,0,0,0
auspex,0,0,0,0,0,0,1,0,0,0,0
bishopric,0,0,0,0,0,0,4,0,0,0,0
subordinate,3,0,0,0,0,0,0,0,0,0,0
archdiocese,0,0,0,0,0,0,1,0,0,0,0
archbishop,0,0,0,0,0,0,23,0,0,0,0
pope,0,0,0,0,0,0,10,0,0,0,0
liberate,0,0,0,0,0,0,0,0,0,1,0
flourished,1,0,0,0,0,0,0,0,0,0,0
clerk,0,0,0,0,0,0,2,0,0,0,0
mention,0,0,0,0,0,0,0,0,0,5,0
compendiosa,0,0,0,0,0,0,0,0,0,0,1
suggestion,0,0,0,0,0,0,2,0,0,0,0
legendary,4,0,0,0,0,0,0,0,0,0,0
brilliant,2,0,0,0,0,0,0,0,0,0,0
ornate,2,0,0,0,0,0,0,0,0,0,0
eloquence,0,0,0,0,0,0,1,0,0,0,0
cause,0,0,0,0,0,0,3,0,0,15,0
depend,0,0,0,0,0,0,0,0,0,2,0
archer,0,0,0,0,0,0,1,0,0,0,0
prototype,0,0,0,0,0,0,1,0,0,0,0
incorporate,0,0,0,0,0,0,0,0,0,6,0
hero,0,0,0,0,0,0,4,0,0,0,0
heroic,2,0,0,0,0,0,0,0,0,0,0
noteworthy,4,0,0,0,0,0,0,0,0,0,0
hexameter,0,0,0,0,0,0,1,0,0,0,0
oldest,0,0,2,0,0,0,0,0,0,0,0
arouse,0,0,0,0,0,0,0,0,0,5,0
warlike,1,0,0,0,0,0,0,0,0,0,0
corruptive,1,0,0,0,0,0,0,0,0,0,0
danger,0,0,0,0,0,0,4,0,0,0,0
luxury,0,0,0,0,0,0,2,0,0,0,0
viking,4,0,0,0,0,0,0,0,0,0,0
tragedy,0,0,0,0,0,0,2,0,0,0,0
feud,0,0,0,0,0,0,2,0,0,0,0
seven,0,0,0,0,0,0,0,12,0,0,0
patriotic,1,0,0,0,0,0,0,0,0,0,0
purpose,0,0,0,0,0,0,5,0,0,0,0
unifying,1,0,0,0,0,0,0,0,0,0,0
panorama,0,0,0,0,0,0,1,0,0,0,0
aim,0,0,0,0,0,0,0,0,0,10,0
romanesque,1,0,0,0,0,0,0,0,0,0,0
cathedral,0,0,0,0,0,0,4,0,0,0,0
earnest,1,0,0,0,0,0,1,0,0,0,0
wooden,5,0,0,0,0,0,0,0,0,0,0
hundred,0,0,0,0,0,0,4,0,0,0,0
construct,0,0,0,0,0,0,0,0,0,6,0
oversee,0,0,0,0,0,0,0,0,0,5,0
completion,0,0,0,0,0,0,1,0,0,0,0
behest,0,0,0,0,0,0,1,0,0,0,0
key,7,0,0,0,0,0,0,0,0,0,0
dynasty,0,0,0,0,0,0,5,0,0,0,0
coregent,0,0,0,0,0,0,1,0,0,0,0
expansionist,2,0,0,0,0,0,0,0,0,0,0
aside,0,0,5,0,0,0,0,0,0,0,0
adviser,0,0,0,0,0,0,1,0,0,0,0
patron,0,0,0,0,0,0,4,0,0,0,0
endure,0,0,0,0,0,0,0,0,0,1,0
measure,0,0,0,0,0,0,18,0,0,0,0
amass,0,0,0,0,0,0,0,0,0,1,0
revenue,0,0,0,0,0,0,3,0,0,0,0
tithe,0,0,0,0,0,0,1,0,0,0,0
priest,0,0,0,0,0,0,1,0,0,0,0
objective,0,0,0,0,0,0,1,0,0,0,0
alignment,0,0,0,0,0,0,1,0,0,0,0
abbot,0,0,0,0,0,0,1,0,0,0,0
usually,0,0,7,0,0,0,0,0,0,0,0
confront,0,0,0,0,0,0,0,0,0,1,0
